,Day,Month,Year,brokerage,open,price_target,stock,yield
417,20,1,2017,Macquarie,120.45,148.0,AAPL,0.2287256122872561
418,19,1,2017,Bank of America,119.4,140.0,AAPL,0.17252931323283072
419,18,1,2017,Cowen,120.0,135.0,AAPL,0.125
420,17,1,2017,Morgan Stanley,118.34,148.0,AAPL,0.25063376711171204
421,17,1,2017,Goldman Sachs Group,118.34,133.0,AAPL,0.12388034476930865
423,13,1,2017,Royal Bank of Canada,119.11,125.0,AAPL,0.049450088153807366
424,13,1,2017,UBS Group,119.11,127.0,AAPL,0.06624128956426834
432,22,12,2016,Brean Capital,116.35,135.0,AAPL,0.1602922217447358
434,16,12,2016,Rosenblatt Securities,116.47,102.0,AAPL,-0.12423800120202623
435,16,12,2016,Needham & Company LLC,116.47,150.0,AAPL,0.2878852923499613
436,15,12,2016,Piper Jaffray Companies,115.38,155.0,AAPL,0.34338706881608605
437,15,12,2016,Citigroup,115.38,130.0,AAPL,0.12671173513607226
438,15,12,2016,Canaccord Genuity,115.38,140.0,AAPL,0.21338186860807773
448,29,11,2016,UBS Group,110.78,127.0,AAPL,0.1464163206354938
454,31,10,2016,Cowen,113.65,135.0,AAPL,0.18785745710514726
456,27,10,2016,Needham & Company LLC,115.39,150.0,AAPL,0.29993933616431234
457,27,10,2016,JPMorgan Chase & Co.,115.39,114.0,AAPL,-0.012046104515122669
458,27,10,2016,Barclays,115.39,119.0,AAPL,0.031285206690354395
459,27,10,2016,Macquarie,115.39,133.0,AAPL,0.15261287806569035
460,26,10,2016,Global Equities Research,114.31,155.0,AAPL,0.3559618581051527
461,26,10,2016,Credit Suisse Group,114.31,150.0,AAPL,0.3122211530049863
462,26,10,2016,Canaccord Genuity,114.31,140.0,AAPL,0.22473974280465406
463,26,10,2016,Mizuho,114.31,130.0,AAPL,0.13725833260432152
464,26,10,2016,BMO Capital Markets,114.31,140.0,AAPL,0.22473974280465406
465,26,10,2016,Royal Bank of Canada,114.31,125.0,AAPL,0.09351762750415538
466,26,10,2016,Pacific Crest,114.31,129.0,AAPL,0.12851019158428836
467,26,10,2016,Nomura,114.31,125.0,AAPL,0.09351762750415538
468,26,10,2016,Citigroup,114.31,130.0,AAPL,0.13725833260432152
469,26,10,2016,Bank of America,114.31,125.0,AAPL,0.09351762750415538
470,26,10,2016,Deutsche Bank,114.31,108.0,AAPL,-0.055200769836409765
471,26,10,2016,Atlantic Securities,114.31,135.0,AAPL,0.18099903770448766
472,26,10,2016,JPMorgan Chase & Co.,114.31,107.0,AAPL,-0.06394891085644305
473,26,10,2016,Barclays,114.31,114.0,AAPL,-0.0027119237162103182
474,26,10,2016,Macquarie,114.31,132.0,AAPL,0.1547546146443881
475,26,10,2016,Robert W. Baird,114.31,133.0,AAPL,0.1635027556644213
476,26,10,2016,Morgan Stanley,114.31,148.0,AAPL,0.29472487096491995
477,26,10,2016,Stifel Nicolaus,114.31,115.0,AAPL,0.006036217303822865
478,26,10,2016,Wells Fargo & Co,114.31,112.5,AAPL,-0.015834135246260206
479,24,10,2016,Piper Jaffray Companies,117.1,151.0,AAPL,0.2894961571306576
480,24,10,2016,Drexel Hamilton,117.1,185.0,AAPL,0.5798462852263024
481,24,10,2016,Goldman Sachs Group,117.1,124.0,AAPL,0.05892399658411618
483,21,10,2016,Cowen,116.81,135.0,AAPL,0.15572296892389348
484,19,10,2016,Macquarie,117.25,132.0,AAPL,0.12579957356076754
485,18,10,2016,Nomura,118.18,135.0,AAPL,0.14232526654256206
486,18,10,2016,Deutsche Bank,118.18,108.0,AAPL,-0.08613978676595024
487,17,10,2016,Drexel Hamilton,117.33,185.0,AAPL,0.5767493394698713
488,17,10,2016,Royal Bank of Canada,117.33,125.0,AAPL,0.0653711753174806
491,14,10,2016,Morgan Stanley,117.88,124.0,AAPL,0.051917203936206364
492,13,10,2016,Credit Suisse Group,116.79,150.0,AAPL,0.2843565373747752
493,13,10,2016,Sanford C. Bernstein,116.79,135.0,AAPL,0.1559208836372976
494,13,10,2016,Pacific Crest,116.79,129.0,AAPL,0.1045466221423066
495,12,10,2016,Goldman Sachs Group,117.35,124.0,AAPL,0.056668086919471776
496,12,10,2016,Mizuho,117.35,130.0,AAPL,0.10779718789944616
497,10,10,2016,Royal Bank of Canada,115.02,125.0,AAPL,0.08676751869240129
498,10,10,2016,Drexel Hamilton,115.02,185.0,AAPL,0.608415927664754
505,30,9,2016,Wells Fargo & Co,112.46,112.5,AAPL,0.0003556820202739175
506,30,9,2016,Citigroup,112.46,130.0,AAPL,0.1559665658900944
507,29,9,2016,Barclays,113.16,114.0,AAPL,0.007423117709437931
508,28,9,2016,Sanford C. Bernstein,113.69,125.0,AAPL,0.09948104494678513
509,27,9,2016,Bank of America,113.0,125.0,AAPL,0.10619469026548667
510,26,9,2016,Morgan Stanley,111.64,123.0,AAPL,0.10175564313865992
511,26,9,2016,Piper Jaffray Companies,111.64,151.0,AAPL,0.35256180580437113
512,23,9,2016,Cowen,114.42,125.0,AAPL,0.09246635203635734
513,22,9,2016,Nomura,114.35,135.0,AAPL,0.180585920419764
514,22,9,2016,Royal Bank of Canada,114.35,125.0,AAPL,0.09313511149978138
515,20,9,2016,Wells Fargo & Co,113.05,112.5,AAPL,-0.0048651039363113435
516,20,9,2016,Drexel Hamilton,113.05,185.0,AAPL,0.6364440513047325
517,20,9,2016,UBS Group,113.05,127.0,AAPL,0.12339672711189742
518,20,9,2016,Citigroup,113.05,120.0,AAPL,0.06147722246793452
519,19,9,2016,JPMorgan Chase & Co.,115.19,107.0,AAPL,-0.07109992186821767
520,19,9,2016,BMO Capital Markets,115.19,140.0,AAPL,0.21538327979859373
521,16,9,2016,Stifel Nicolaus,115.12,120.0,AAPL,0.042390548992355725
522,16,9,2016,Piper Jaffray Companies,115.12,151.0,AAPL,0.31167477414871425
523,16,9,2016,Royal Bank of Canada,115.12,120.0,AAPL,0.042390548992355725
524,16,9,2016,Canaccord Genuity,115.12,140.0,AAPL,0.2161223071577485
525,15,9,2016,Credit Suisse Group,113.86,150.0,AAPL,0.3174073423502548
526,15,9,2016,BTIG Research,113.86,133.0,AAPL,0.16810117688389248
527,14,9,2016,Cowen,108.73,125.0,AAPL,0.14963671479812368
528,14,9,2016,Drexel Hamilton,108.73,185.0,AAPL,0.7014623379012233
529,14,9,2016,Citigroup,108.73,120.0,AAPL,0.1036512462061987
530,14,9,2016,Bank of America,108.73,120.0,AAPL,0.1036512462061987
553,31,8,2016,Credit Suisse Group,105.66,150.0,AAPL,0.4196479273140261
554,31,8,2016,Royal Bank of Canada,105.66,117.0,AAPL,0.10732538330494036
555,31,8,2016,Piper Jaffray Companies,105.66,151.0,AAPL,0.4291122468294529
556,30,8,2016,Drexel Hamilton,105.8,185.0,AAPL,0.7485822306238186
557,30,8,2016,Bank of America,105.8,120.0,AAPL,0.13421550094517953
559,26,8,2016,Macquarie,107.41,115.0,AAPL,0.07066381156316925
560,23,8,2016,Canaccord Genuity,108.59,109.0,AAPL,0.003775669951192606
561,23,8,2016,Longbow Research,108.59,130.0,AAPL,0.19716364306105527
562,19,8,2016,Royal Bank of Canada,108.77,117.0,AAPL,0.0756642456559713
563,19,8,2016,Piper Jaffray Companies,108.77,151.0,AAPL,0.3882504367012965
564,16,8,2016,Sanford C. Bernstein,109.63,125.0,AAPL,0.14019885067955862
572,28,7,2016,Cowen,102.83,125.0,AAPL,0.21559856073130398
573,28,7,2016,Deutsche Bank,102.83,105.0,AAPL,0.021102791014295352
574,27,7,2016,JPMorgan Chase & Co.,104.265,107.0,AAPL,0.026231237711600297
575,27,7,2016,Citigroup,104.265,120.0,AAPL,0.1509135376204862
576,27,7,2016,Sanford C. Bernstein,104.265,125.0,AAPL,0.1988682683546732
577,27,7,2016,Needham & Company LLC,104.265,150.0,AAPL,0.4386419220256079
578,27,7,2016,Mizuho,104.265,120.0,AAPL,0.1509135376204862
579,27,7,2016,Independent Research,104.265,125.0,AAPL,0.1988682683546732
580,27,7,2016,Macquarie,104.265,115.0,AAPL,0.10295880688629944
581,27,7,2016,Nomura,104.265,120.0,AAPL,0.1509135376204862
582,27,7,2016,Royal Bank of Canada,104.265,115.0,AAPL,0.10295880688629944
583,27,7,2016,BMO Capital Markets,104.265,116.0,AAPL,0.11254975303313676
584,27,7,2016,Morgan Stanley,104.265,123.0,AAPL,0.17968637606099835
585,27,7,2016,Raymond James,104.265,129.0,AAPL,0.23723205294202265
586,27,7,2016,BTIG Research,104.265,124.0,AAPL,0.18927732220783589
587,27,7,2016,Brean Capital,104.265,125.0,AAPL,0.1988682683546732
588,26,7,2016,Goldman Sachs Group,96.82,124.0,AAPL,0.28072712249535225
589,26,7,2016,Barclays,96.82,115.0,AAPL,0.18777112166907672
590,26,7,2016,Credit Suisse Group,96.82,150.0,AAPL,0.5492666804379263
591,26,7,2016,Wells Fargo & Co,96.82,120.0,AAPL,0.239413344350341
592,26,7,2016,Piper Jaffray Companies,96.82,153.0,AAPL,0.5802520140466847
593,26,7,2016,Drexel Hamilton,96.82,115.0,AAPL,0.18777112166907672
594,25,7,2016,UBS Group,98.25,115.0,AAPL,0.17048346055979646
595,25,7,2016,BGC Financial,98.25,85.0,AAPL,-0.13486005089058528
596,25,7,2016,Maxim Group,98.25,168.0,AAPL,0.7099236641221374
598,21,7,2016,BMO Capital Markets,99.83,116.0,AAPL,0.16197535810878505
599,20,7,2016,Needham & Company LLC,100.0,150.0,AAPL,0.5
600,20,7,2016,Wells Fargo & Co,100.0,120.0,AAPL,0.2
601,20,7,2016,Nomura,100.0,120.0,AAPL,0.2
602,19,7,2016,UBS Group,99.56,115.0,AAPL,0.15508236239453588
603,18,7,2016,Piper Jaffray Companies,98.7,153.0,AAPL,0.5501519756838906
604,18,7,2016,Sanford C. Bernstein,98.7,125.0,AAPL,0.2664640324214791
0,13,7,2018,Cowen,347.0,430.0,BA,0.23919308357348698
1,4,6,2018,Buckingham Research,358.97,324.0,BA,-0.09741761149956828
2,2,5,2018,Canaccord Genuity,329.5,350.0,BA,0.06221547799696502
3,1,5,2018,Cowen,332.5,430.0,BA,0.29323308270676685
4,27,4,2018,Barclays,341.25,400.0,BA,0.17216117216117222
5,26,4,2018,Nord/LB,344.01,385.0,BA,0.1191535129792738
6,26,4,2018,Wells Fargo & Co,344.01,370.0,BA,0.07555012935670469
7,26,4,2018,Credit Suisse Group,344.01,455.0,BA,0.3226359698845964
8,26,4,2018,Canaccord Genuity,344.01,350.0,BA,0.017412284526612698
9,25,4,2018,Goldman Sachs Group,338.12,336.0,BA,-0.006269963326629657
10,16,4,2018,Morgan Stanley,332.34,400.0,BA,0.2035866883312272
11,13,4,2018,JPMorgan Chase & Co.,338.99,400.0,BA,0.17997581049588485
12,10,4,2018,Cowen,331.35,415.0,BA,0.2524520899351139
13,6,4,2018,Royal Bank of Canada,330.61,358.0,BA,0.08284685883669574
14,5,4,2018,Morgan Stanley,330.59,373.0,BA,0.1282857920687257
15,4,4,2018,Barclays,312.3,388.0,BA,0.24239513288504644
16,29,3,2018,Barclays,323.38,388.0,BA,0.19982682911744695
17,22,3,2018,Morgan Stanley,330.11,373.0,BA,0.12992638817363902
18,23,2,2018,Morgan Stanley,358.18,373.0,BA,0.04137584454743415
19,8,2,2018,Buckingham Research,348.0,289.0,BA,-0.16954022988505746
20,5,2,2018,Berenberg Bank,342.67,415.0,BA,0.21107771325181648
21,5,2,2018,Jefferies Financial Group,342.67,400.0,BA,0.16730382000175092
22,2,2,2018,Sanford C. Bernstein,354.0,422.0,BA,0.19209039548022602
23,1,2,2018,Canaccord Genuity,352.95,345.0,BA,-0.02252443688907779
24,1,2,2018,Wells Fargo & Co,352.95,365.0,BA,0.0341408131463381
25,1,2,2018,Credit Suisse Group,352.95,443.0,BA,0.2551352882844595
26,1,2,2018,Bank of America,352.95,470.0,BA,0.3316333758322709
27,1,2,2018,Royal Bank of Canada,352.95,378.0,BA,0.07097322566935826
28,1,2,2018,JPMorgan Chase & Co.,352.95,400.0,BA,0.13330500070831566
29,1,2,2018,Citigroup,352.95,415.0,BA,0.1758039382348775
30,1,2,2018,Societe Generale,352.95,373.0,BA,0.056806913160504464
31,1,2,2018,Canaccord Genuity,352.95,345.0,BA,-0.02252443688907779
32,31,1,2018,Goldman Sachs Group,360.5,293.0,BA,-0.18723994452149795
33,31,1,2018,Royal Bank of Canada,360.5,363.0,BA,0.006934812760055475
34,31,1,2018,Cowen,360.5,415.0,BA,0.15117891816920934
35,29,1,2018,Berenberg Bank,341.23,395.0,BA,0.1575770008498667
36,23,1,2018,Royal Bank of Canada,338.34,363.0,BA,0.07288526334456469
37,18,1,2018,Seaport Global Securities,350.7,430.0,BA,0.22611919019104645
38,16,1,2018,Robert W. Baird,339.9,433.0,BA,0.2739040894380702
39,16,1,2018,Citigroup,339.9,380.0,BA,0.1179758752574287
40,16,1,2018,Cowen,339.9,415.0,BA,0.220947337452192
41,12,1,2018,Credit Suisse Group,330.38,375.0,BA,0.1350566014891943
42,10,1,2018,JPMorgan Chase & Co.,317.49,360.0,BA,0.1338939809127846
43,8,1,2018,Jefferies Financial Group,308.66,339.0,BA,0.09829585952180377
44,28,12,2017,Buckingham Research,295.81,203.0,BA,-0.31374869003752404
45,22,12,2017,Buckingham Research,295.135,203.0,BA,-0.3121791722432107
46,12,12,2017,JPMorgan Chase & Co.,288.16,325.0,BA,0.127845641310383
47,12,12,2017,Bank of America,288.16,320.0,BA,0.1104941699056079
48,12,12,2017,Wells Fargo & Co,288.16,290.0,BA,0.0063853414769572394
49,11,12,2017,Cowen,286.21,320.0,BA,0.11806016561266207
50,21,11,2017,Jefferies Financial Group,266.24,312.0,BA,0.171875
51,15,11,2017,Royal Bank of Canada,261.42,290.0,BA,0.1093259888302347
52,2,11,2017,Nord/LB,258.31,250.0,BA,-0.032170647671402534
53,30,10,2017,Sanford C. Bernstein,255.45,310.0,BA,0.2135447249951068
54,27,10,2017,Argus,258.26,290.0,BA,0.12289940370169596
55,26,10,2017,JPMorgan Chase & Co.,259.72,300.0,BA,0.15509009702756793
56,26,10,2017,Cowen,259.72,315.0,BA,0.2128446018789465
57,26,10,2017,Canaccord Genuity,259.72,250.0,BA,-0.03742491914369328
58,26,10,2017,Royal Bank of Canada,259.72,273.0,BA,0.051131988295086916
59,24,10,2017,Morgan Stanley,263.24,285.0,BA,0.08266220939067015
60,24,10,2017,Credit Suisse Group,263.24,310.0,BA,0.17763257863546578
61,18,10,2017,Canaccord Genuity,258.47,245.0,BA,-0.05211436530351698
62,6,10,2017,Jefferies Financial Group,258.0,300.0,BA,0.16279069767441867
63,6,10,2017,Cowen,258.0,315.0,BA,0.22093023255813948
64,5,10,2017,Canaccord Genuity,255.28,235.0,BA,-0.07944218113444057
65,22,9,2017,Cowen,256.31,315.0,BA,0.22898053138777266
66,22,9,2017,Jefferies Financial Group,256.31,300.0,BA,0.1704576489407359
67,20,9,2017,Sanford C. Bernstein,253.26,303.0,BA,0.19639895759298745
68,20,9,2017,Wells Fargo & Co,253.26,255.0,BA,0.006870409855484594
71,14,9,2017,Deutsche Bank,243.0,300.0,BA,0.23456790123456786
72,12,9,2017,Cowen,240.59,300.0,BA,0.24693461906147385
73,17,8,2017,Morgan Stanley,237.38,260.0,BA,0.09529025191675801
74,11,8,2017,Sanford C. Bernstein,232.76,274.0,BA,0.17717820931431527
75,4,8,2017,UBS Group,238.58,253.0,BA,0.06044094224159612
76,1,8,2017,Argus,243.38,270.0,BA,0.10937628400032873
77,31,7,2017,JPMorgan Chase & Co.,241.85,280.0,BA,0.15774240231548475
79,27,7,2017,Vertical Research,237.13,242.0,BA,0.020537258044110773
80,27,7,2017,Sanford C. Bernstein,237.13,274.0,BA,0.1554843334879603
81,27,7,2017,Deutsche Bank,237.13,280.0,BA,0.18078691013368187
82,27,7,2017,Bank of America,237.13,205.0,BA,-0.13549529793784
83,27,7,2017,Jefferies Financial Group,237.13,275.0,BA,0.15970142959558056
84,27,7,2017,Goldman Sachs Group,237.13,205.0,BA,-0.13549529793784
85,27,7,2017,Credit Suisse Group,237.13,300.0,BA,0.26512883228608786
86,27,7,2017,Royal Bank of Canada,237.13,235.0,BA,-0.008982414709231223
87,26,7,2017,Cowen,223.48,300.0,BA,0.34240200465366044
88,24,7,2017,Cowen,212.0,300.0,BA,0.4150943396226414
89,21,7,2017,Berenberg Bank,209.99,245.0,BA,0.16672222486785082
90,19,7,2017,Bank of America,209.43,225.0,BA,0.07434464976364419
91,17,7,2017,Cowen,208.73,255.0,BA,0.2216739328318882
92,14,7,2017,JPMorgan Chase & Co.,206.7979,240.0,BA,0.16055337118993962
93,10,7,2017,Robert W. Baird,202.32,240.0,BA,0.18623962040332145
94,10,7,2017,Jefferies Financial Group,202.32,230.0,BA,0.136812969553183
96,7,7,2017,Royal Bank of Canada,202.24,146.0,BA,-0.2780854430379747
97,22,6,2017,Morgan Stanley,199.25,218.0,BA,0.0941028858218318
98,21,6,2017,Cowen,199.58,235.0,BA,0.17747269265457444
99,13,6,2017,Cowen,190.05,215.0,BA,0.13128124177847922
100,22,5,2017,Barclays,183.78,200.0,BA,0.08825769942322338
101,17,5,2017,Cowen,181.39,215.0,BA,0.18529136115552136
102,11,5,2017,Cowen,182.9,215.0,BA,0.17550574084199022
103,28,4,2017,Deutsche Bank,183.42,210.0,BA,0.14491331370624794
104,27,4,2017,Canaccord Genuity,182.59,170.0,BA,-0.06895229749712473
105,27,4,2017,Goldman Sachs Group,182.59,134.0,BA,-0.2661153403800865
106,27,4,2017,Royal Bank of Canada,182.59,146.0,BA,-0.2003943260857659
107,27,4,2017,Credit Suisse Group,182.59,200.0,BA,0.09535023823867683
108,18,4,2017,Canaccord Genuity,178.59,170.0,BA,-0.04809899770423876
109,10,4,2017,Cowen,179.0,195.0,BA,0.0893854748603351
110,29,3,2017,Berenberg Bank,177.4,202.0,BA,0.13866967305524236
111,23,3,2017,Jefferies Financial Group,177.34,200.0,BA,0.12777715123491595
112,17,3,2017,Canaccord Genuity,178.31,162.0,BA,-0.09146991195109644
113,16,3,2017,Barclays,179.8199,190.0,BA,0.05661275531795984
114,13,3,2017,Morgan Stanley,177.16,190.0,BA,0.07247685707834718
115,6,3,2017,Deutsche Bank,181.4,205.0,BA,0.13009922822491735
116,13,2,2017,Buckingham Research,166.45,140.0,BA,-0.15890657855211765
119,26,1,2017,Goldman Sachs Group,167.25,124.0,BA,-0.2585949177877429
120,26,1,2017,Jefferies Financial Group,167.25,200.0,BA,0.19581464872944696
121,26,1,2017,Royal Bank of Canada,167.25,136.0,BA,-0.1868460388639761
122,24,1,2017,Argus,158.58,185.0,BA,0.16660360701223342
123,20,1,2017,Robert W. Baird,159.81,182.0,BA,0.13885238720981175
124,18,1,2017,Canaccord Genuity,157.55,150.0,BA,-0.047921294827039114
125,17,1,2017,Barclays,158.2,175.0,BA,0.10619469026548688
126,12,1,2017,Royal Bank of Canada,159.15,136.0,BA,-0.14546025761859882
127,21,12,2016,Sanford C. Bernstein,156.6883,91.0,BA,-0.4192291319773078
128,21,12,2016,Seaport Global Securities,156.6883,180.0,BA,0.14877754114378686
129,14,12,2016,Argus,156.23,185.0,BA,0.18415157140113947
130,14,12,2016,Deutsche Bank,156.23,175.0,BA,0.12014337835242928
131,13,12,2016,Jefferies Financial Group,159.1,165.0,BA,0.037083595223130095
132,5,12,2016,Deutsche Bank,153.24,175.0,BA,0.14199947794309575
133,28,10,2016,Argus,143.72,160.0,BA,0.11327581408293907
134,28,10,2016,Societe Generale,143.72,148.0,BA,0.0297801280267187
135,27,10,2016,Goldman Sachs Group,145.83,109.0,BA,-0.2525543440992938
136,26,10,2016,Standpoint Research,138.43,125.0,BA,-0.0970165426569386
138,6,10,2016,Barclays,134.83,150.0,BA,0.11251205221389893
139,5,10,2016,Robert W. Baird,132.93,161.0,BA,0.2111637704054765
140,30,9,2016,Jefferies Financial Group,132.09,165.0,BA,0.2491483079718373
141,23,9,2016,Credit Suisse Group,131.25,148.0,BA,0.12761904761904752
142,22,9,2016,Jefferies Financial Group,131.45,165.0,BA,0.2552301255230127
143,19,9,2016,Citigroup,127.5,160.0,BA,0.2549019607843137
144,30,8,2016,Goldman Sachs Group,133.19,107.0,BA,-0.1966363841129214
145,25,8,2016,Canaccord Genuity,133.3,144.0,BA,0.08027006751687904
146,19,8,2016,Jefferies Financial Group,134.5,165.0,BA,0.22676579925650556
147,3,8,2016,Argus,131.77,155.0,BA,0.17629202398117916
148,2,8,2016,UBS Group,132.95,128.0,BA,-0.0372320421210981
150,28,7,2016,Goldman Sachs Group,135.4,107.0,BA,-0.20974889217134415
151,28,7,2016,Canaccord Genuity,135.4,144.0,BA,0.06351550960118169
152,22,7,2016,Goldman Sachs Group,131.75,100.0,BA,-0.24098671726755214
153,22,7,2016,Jefferies Financial Group,131.75,133.53,BA,0.013510436432637496
0,15,6,2018,Bank of America,150.85,163.0,CAT,0.08054358634405047
1,14,6,2018,UBS Group,155.7,185.0,CAT,0.1881824020552345
2,14,5,2018,Stifel Nicolaus,155.61,174.0,CAT,0.1181800655484866
3,3,5,2018,Bank of America,141.69,156.0,CAT,0.1009951302138472
4,25,4,2018,Morgan Stanley,143.83,185.0,CAT,0.2862407008273655
5,25,4,2018,Daiwa Capital Markets,143.83,160.0,CAT,0.11242438990474857
6,25,4,2018,UBS Group,143.83,178.0,CAT,0.2375721337690329
7,25,4,2018,Seaport Global Securities,143.83,173.0,CAT,0.20280887158450933
8,24,4,2018,Robert W. Baird,159.75,158.0,CAT,-0.010954616588419452
9,23,4,2018,Citigroup,154.65,145.0,CAT,-0.062398965405754965
10,16,4,2018,Wells Fargo & Co,151.74,180.0,CAT,0.18623962040332145
11,13,4,2018,Robert W. Baird,151.75,168.0,CAT,0.10708401976935744
12,11,4,2018,Buckingham Research,146.68,170.0,CAT,0.15898554676847554
13,14,3,2018,Credit Suisse Group,154.8,210.0,CAT,0.3565891472868217
14,2,3,2018,Morgan Stanley,149.13,185.0,CAT,0.2405283980419768
15,15,2,2018,UBS Group,159.8,190.0,CAT,0.18898623279098856
16,1,2,2018,Argus,161.24,185.0,CAT,0.1473579756884147
17,26,1,2018,Royal Bank of Canada,168.81,188.0,CAT,0.11367809963864706
18,26,1,2018,UBS Group,168.81,190.0,CAT,0.12552573899650502
19,26,1,2018,Jefferies Financial Group,168.81,170.0,CAT,0.007049345417925457
20,26,1,2018,Bank of America,168.81,192.0,CAT,0.13737337835436292
21,26,1,2018,Credit Suisse Group,168.81,169.37,CAT,0.0033173390202001496
22,24,1,2018,Barclays,171.4,180.0,CAT,0.050175029171528614
23,23,1,2018,Seaport Global Securities,172.0,195.0,CAT,0.13372093023255816
24,19,1,2018,Citigroup,169.63,185.0,CAT,0.09060897246949252
25,19,1,2018,Credit Suisse Group,169.63,192.0,CAT,0.13187525791428412
26,18,1,2018,Wells Fargo & Co,169.33,200.0,CAT,0.1811256127089116
27,18,1,2018,Berenberg Bank,169.33,200.0,CAT,0.1811256127089116
28,12,1,2018,Bank of America,169.99,189.0,CAT,0.1118301076533914
29,8,1,2018,JPMorgan Chase & Co.,164.11,200.0,CAT,0.21869477789287672
30,5,1,2018,UBS Group,160.26,180.0,CAT,0.12317484088356424
31,4,1,2018,BMO Capital Markets,157.89,195.0,CAT,0.2350370511115334
32,21,12,2017,Citigroup,152.705,160.0,CAT,0.047771847680167616
33,12,12,2017,Barclays,143.49,162.0,CAT,0.12899853648337856
34,5,12,2017,UBS Group,141.75,155.0,CAT,0.09347442680776008
35,26,10,2017,BMO Capital Markets,136.88,165.0,CAT,0.20543541788427835
36,26,10,2017,Argus,136.88,155.0,CAT,0.13237872589129165
37,25,10,2017,Citigroup,137.21,145.0,CAT,0.05677428758836811
38,25,10,2017,Credit Suisse Group,137.21,155.0,CAT,0.12965527293929013
39,25,10,2017,Deutsche Bank,137.21,149.0,CAT,0.08592668172873696
40,25,10,2017,Bank of America,137.21,152.0,CAT,0.10779097733401356
41,25,10,2017,Robert W. Baird,137.21,140.0,CAT,0.02033379491290721
42,25,10,2017,Royal Bank of Canada,137.21,143.0,CAT,0.0421980905181838
43,25,10,2017,Stifel Nicolaus,137.21,145.0,CAT,0.05677428758836811
44,25,10,2017,UBS Group,137.21,155.0,CAT,0.12965527293929013
45,20,10,2017,BMO Capital Markets,131.34,150.0,CAT,0.14207400639561452
46,18,10,2017,Credit Suisse Group,130.5,146.0,CAT,0.11877394636015315
47,16,10,2017,Wells Fargo & Co,131.25,150.0,CAT,0.1428571428571428
48,13,10,2017,Citigroup,131.0,133.0,CAT,0.01526717557251911
49,9,10,2017,Goldman Sachs Group,126.92,158.0,CAT,0.2448786637251812
50,9,10,2017,Deutsche Bank,126.92,121.0,CAT,-0.04664355499527262
51,22,9,2017,Credit Suisse Group,124.58,133.0,CAT,0.06758709263124096
52,18,9,2017,UBS Group,123.62,140.0,CAT,0.13250283125707818
53,14,9,2017,BMO Capital Markets,119.79,150.0,CAT,0.2521913348359628
54,8,9,2017,BMO Capital Markets,117.23,130.0,CAT,0.10893116096562316
55,6,9,2017,Seaport Global Securities,118.75,120.0,CAT,0.010526315789473715
